serial_no,facility_name,provider_type,state,lga,city,address,phone,email,accreditation_hint,latitude,longitude,geocode_status,source_url,extracted_at,source_code
nhia_hcp_0747,Saymays Specialist Hospital Ltd,hospital,Kano,,,"No. 21Gandun Albasa commercial layout, Behind trade fair ground, Kano",,,NHIA directory code KN/0034/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KN/0034/P
nhia_hcp_0748,Sheikh Mohammed Jida Gen. Hospital,hospital,Kano,,,"Sabon Gari, Yan Kura, Kano, Kano State.",,,NHIA directory code KN/0081/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KN/0081/P
nhia_hcp_0749,Sir Mohammed Sanusi Specialist Hosp.,hospital,Kano,,,"Yan Kaba,Hadeija Road Kano.",,,NHIA directory code KN/0015/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KN/0015/P
nhia_hcp_0750,Softcare Hospital,hospital,Kano,,,Kano,,,NHIA directory code KN/0205/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KN/0205/P
nhia_hcp_0751,Standard Special Hospital,hospital,Kano,,,"No. 155 Lautai rd. Tarauni, Kano.",,,NHIA directory code KN/0095/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KN/0095/P
nhia_hcp_0752,Sule Uran Nursing Clinic,clinic,Kano,,,"Kwana Yammar, Zakirai near Police station, Gabasawa Local Govt.Kano State.",,,NHIA directory code KN/0346/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KN/0346/P
nhia_hcp_0753,Topcare Specialist Medical Centre,clinic,Kano,,,"No; 118 Hadejia Rd , Kano.",,,NHIA directory code KN/0030/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KN/0030/P
nhia_hcp_0754,Unicare Clinic & Maternity,clinic,Kano,,,"Plot no. 498-499 Bachirawa By Kwanar Ungogo Katsina Road , Kano P.O BOX 10809, KANO",,,NHIA directory code KN/0029/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KN/0029/P
nhia_hcp_0755,UNIVERSAL SPECIALIST HOSPITAL,hospital,Kano,,,,,,NHIA directory code KN/0394/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KN/0394/P
nhia_hcp_0756,263 NIGERIAN AIR FORCE REFERENC,hospital,Katsina,,,"Daura, Katsina",,,NHIA directory code KT/0103/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KT/0103/P
nhia_hcp_0757,Alheri Clinic,clinic,Katsina,,,"Lawrence Onoja Road, Kofar Kaura, New Layoutkatsina, Katsina State",,,NHIA directory code KT/0076/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KT/0076/P
nhia_hcp_0758,BAWO CLINICS,hospital,Katsina,,,,,,NHIA directory code KT/0492/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KT/0492/P
nhia_hcp_0759,Federal College Of Education Staff Clinic,clinic,Katsina,,,Katsina,,,NHIA directory code KT/0024/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KT/0024/P
nhia_hcp_0760,"Federal Medical Center, Katsina",clinic,Katsina,,,"MURTALA MOHAMMED WAY, Katsina",,,NHIA directory code KT/0021/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KT/0021/P
nhia_hcp_0761,GENERAL AMADI RIMI SPECIALIST HO,hospital,Katsina,,,,,,NHIA directory code KT/0082/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KT/0082/P
nhia_hcp_0762,General Hospital Funtua,hospital,Katsina,,,"FUNTUA, Katsina,",,,NHIA directory code KT/0012/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KT/0012/P
nhia_hcp_0763,GENERAL HOSPITAL INGAWA- KT/0095,hospital,Katsina,,,"INGAWA, KATSINA STATE",,,NHIA directory code KT/0095/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KT/0095/P
nhia_hcp_0764,GENERAL HOSPITAL KANKARA,hospital,Katsina,,,"General Hospital Kankara, Malufashi road,Kankara, Katsina State.",,,NHIA directory code KT/0019/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KT/0019/P
nhia_hcp_0765,General Hospital Musawa,hospital,Katsina,,,"Hospital Rd, Shaishawu Musawa, Katsina",,,NHIA directory code KT/0073/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KT/0073/P
nhia_hcp_0766,"GENERAL HOSPITAL, DAURA",hospital,Katsina,,,"DAURA, Kastina",,,NHIA directory code KT/0005/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KT/0005/P
nhia_hcp_0767,"GENERAL HOSPITAL, DUTSINMA",hospital,Katsina,,,"DUTSINMA, Katsina",,,NHIA directory code KT/0009/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KT/0009/P
nhia_hcp_0768,"GENERAL HOSPITAL, KANKIYA",hospital,Katsina,,,"KANKIYA, Katsina",,,NHIA directory code KT/0020/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KT/0020/P
nhia_hcp_0769,"General Hospital, Malufashi",hospital,Katsina,,,"P.M.B 4012,Malumfashi,B/Dawa Rd.",,,NHIA directory code KT/0042/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KT/0042/P
nhia_hcp_0770,Hajara Med. & Ultrasound Centre,hospital,Katsina,,,"Birnin-Gwari-Lagos Road, Dandume, Katsina",,,NHIA directory code KT/0015/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KT/0015/P
nhia_hcp_0771,HERITAGE SPECIALIST CLINIC AND DI,clinic,Katsina,,,,,,NHIA directory code KT/0465/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KT/0465/P
nhia_hcp_0772,Katsina General Hospital,hospital,Katsina,,,"Katsina, Katsina State, P.M.B. 2018",,,NHIA directory code KT/0039/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KT/0039/P
nhia_hcp_0773,K-Dara Specialist Clinic Limited,clinic,Katsina,,,"Gidan Dawa Aena, Katsina",,,NHIA directory code KT/0068/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KT/0068/P
nhia_hcp_0774,KHADIJAT MEDICAL CENTER,clinic,Katsina,,,"NO. 53 KATSINA ROAD P.O BOX 121 FUNTUA, Katsina STATE.",,,NHIA directory code KT/0013/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KT/0013/P
nhia_hcp_0775,NAKOWA HOSPITAL & ULTRA SOUND CENTER,hospital,Katsina,,,"SOKOTO ROAD, FUNTUA, Katsina",,,NHIA directory code KT/0016/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KT/0016/P
nhia_hcp_0776,New Funtua Clinic,clinic,Katsina,,,"New Funtua Clinic ,3 Jabiri Roundabout, Zaria Road, Funtua,",,,NHIA directory code KT/0055/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KT/0055/P
nhia_hcp_0777,Nooru kareem Clinic,clinic,Katsina,,,KATSINA STATE,,,NHIA directory code KT/0096/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KT/0096/P
nhia_hcp_0778,"POLICE CLINIC, DAURA",clinic,Katsina,,,,,,NHIA directory code KT/0107/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KT/0107/P
nhia_hcp_0779,St Vincent Catholic Church,hospital,Katsina,,,"Along Funtua Road, Gidan Dawa, Malumfachi, Katsina State",,,NHIA directory code KT/0075/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KT/0075/P
nhia_hcp_0780,TRIPOD MEDICAL CENTER LTD,clinic,Katsina,,,,,,NHIA directory code KT/0472/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KT/0472/P
nhia_hcp_0781,Turai Umar Yar'Adua Maternity Children Hospital,clinic,Katsina,,,"Gidan Dawa off Hassan Usman Katsina Road, Katsina",,,NHIA directory code KT/0070/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KT/0070/P
nhia_hcp_0782,WELLNESS MULTI-SPECIALITY CLINIC,clinic,Katsina,,,Katsina State,,,NHIA directory code KT/0502/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KT/0502/P
nhia_hcp_0783,"223 LT TK Bn MRS, Zuru",hospital,Kebbi,,,"DAKKARAWA BARRACKSZURU, Kebbi State.",,,NHIA directory code KB/0022/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KB/0022/P
nhia_hcp_0784,D D G Medical Centre,clinic,Kebbi,,,Kebbi state,,,NHIA directory code KB/0038/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KB/0038/P
nhia_hcp_0785,DAN ABUSON CLINIC AND MATERNITY,clinic,Kebbi,,,,,,NHIA directory code KB/0043/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KB/0043/P
nhia_hcp_0786,Federal Medical Center - Birnin Kebbi,clinic,Kebbi,,,Birnin Kebbi,,,NHIA directory code KB/0003/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KB/0003/P
nhia_hcp_0787,GENERAL HOSPITAL ARGUNGU,hospital,Kebbi,,,"Bypasss road. ARGUNGU, Kebbi State.",,,NHIA directory code KB/0001/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KB/0001/P
nhia_hcp_0788,"GENERAL HOSPITAL, YAURI",hospital,Kebbi,,,"YAURI, kebbi State",,,NHIA directory code KB/0020/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KB/0020/P
nhia_hcp_0789,Martha Bamaiyi General Hospital Zuru,hospital,Kebbi,,,"Zuru Bye-Pass Behind First Bank, Zuru, Kebbi State",,,NHIA directory code KB/0027/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KB/0027/P
nhia_hcp_0790,"Police Clinics, Kebbi",hospital,Kebbi,,,Kebbi State,,,NHIA directory code KB/0025/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KB/0025/P
nhia_hcp_0791,RABIAT MUHAMMAD KAOJE MEMORIA,hospital,Kebbi,,,,,,NHIA directory code KB/0273/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KB/0273/P
nhia_hcp_0792,SALIMAH CLINIC,clinic,Kebbi,,,,,,NHIA directory code KB/0046/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KB/0046/P
nhia_hcp_0793,Sir Yahaya Memorial Hospital,hospital,Kebbi,,,"Haliru Abdu Raod,P.M.B 1006, Birnin Kebbi.",,,NHIA directory code KB/0008/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KB/0008/P
nhia_hcp_0794,Waziri Umar Federal Ploytechnic,hospital,Kebbi,,,"Gwandu Gwaji Road, Kebbi state",,,NHIA directory code KB/0037/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KB/0037/P
nhia_hcp_0795,Ali Omeza Hospital,hospital,Kogi,,,"Behind Mobil filling station, Lokoja",,,NHIA directory code KG/0025/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KG/0025/P
nhia_hcp_0796,"ASCL Medical Centre, Ajaokuta",clinic,Kogi,,,"Ajaokuta Steel Co. Ltd., Kogi State",,,NHIA directory code KG/0001/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KG/0001/P
nhia_hcp_0797,Bethel Hospital,hospital,Kogi,,,"Ochogobi lay out, Ankpa, Kogi state",,,NHIA directory code KG/0103/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KG/0103/P
nhia_hcp_0798,CARECREST SPECIALIST HOSPITAL A,hospital,Kogi,,,,,,NHIA directory code KG/0121/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KG/0121/P
nhia_hcp_0799,COTTAGE CLINIC,clinic,Kogi,,,"HOSPITAL ROAD,ODO ERE. YAGBA WEST. Kogi",,,NHIA directory code KG/0031/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KG/0031/P
nhia_hcp_0800,DSS Clinic,clinic,Kogi,,,"Lokoja, Kogi State",,,NHIA directory code KG/0060/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KG/0060/P
nhia_hcp_0801,Ecwa Hospital,hospital,Kogi,,,"MISSION ROAD EGBE. PMB202, Yagba West LGA,Kogi State.",,,NHIA directory code KG/0019/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KG/0019/P
nhia_hcp_0802,Federal Medical Center Lokoja,clinic,Kogi,,,Lokoja,,,NHIA directory code KG/0020/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KG/0020/P
nhia_hcp_0803,"GENERAL HOSPITAL, ANKPA",hospital,Kogi,,,"ANKPA, Kogi",,,NHIA directory code KG/0023/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KG/0023/P
nhia_hcp_0804,"GENERAL HOSPITAL, IDAH",hospital,Kogi,,,"Opposite Central Mosque, Idah. 08188768886, 08037951237, 08059207696, ksghideh@yahoo.com IDAH, kogi",,,NHIA directory code KG/0009/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KG/0009/P
nhia_hcp_0805,"GENERAL HOSPITAL, ISANLU",hospital,Kogi,,,"General Hospital Isanlu, PMB 1002, Isanlu Kogi State.",,,NHIA directory code KG/0022/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KG/0022/P
nhia_hcp_0806,"GENERAL HOSPITAL, KABBA",hospital,Kogi,,,"Kabba P.M.B. 210, Kabba, Kogi State",,,NHIA directory code KG/0021/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KG/0021/P
nhia_hcp_0807,"GENERAL HOSPITAL, MOPA",hospital,Kogi,,,"MOPA, Kogi State",,,NHIA directory code KG/0015/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KG/0015/P
nhia_hcp_0808,"GENERAL HOSPITAL, OKENE",hospital,Kogi,,,"ADO IBRAHIM ROAD, OKENE, Kogi",,,NHIA directory code KG/0017/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KG/0017/P
nhia_hcp_0809,Grimard Catholic Hospital,hospital,Kogi,,,Grimard Catholic Hospital Anyiagba,,,NHIA directory code KG/0047/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KG/0047/P
nhia_hcp_0810,HELPING HANDS WOMEN HOSPITAL-,hospital,Kogi,,,,,,NHIA directory code KG/0113/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KG/0113/P
nhia_hcp_0811,Kogi State Specialist Hospital,hospital,Kogi,,,"ALONG OKENE KABBA RD, KOGI STATE. PMB 1146 LOKOJA",,,NHIA directory code KG/0084/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KG/0084/P
nhia_hcp_0812,MARIA GORRETE HOSPITAL,hospital,Kogi,,,"Off fed. min. of works, New Egume Rd,Ayingba, Kogi state.",,,NHIA directory code KG/0035/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KG/0035/P
nhia_hcp_0813,Niger Hospital,hospital,Kogi,,,"Niger Hospital, 12B IBB WAY ALONG OKENE-KABBA RD, 08166023396, nigerhospitallkj@yahoo.com",,,NHIA directory code KG/0012/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KG/0012/P
nhia_hcp_0814,Police Clinic,clinic,Kogi,,,"Police State Command, Lokoja",,,NHIA directory code KG/0074/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KG/0074/P
nhia_hcp_0815,poly hospital and mat.home,hospital,Kogi,,,"janet ekundayo road, Lokoja",,,NHIA directory code KG/0064/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KG/0064/P
nhia_hcp_0816,Rehoboth Specialist Hospital,hospital,Kogi,,,Behind 2nd gate (opp harmony schools) Phase 11 Estate. Lokoja. KOGI,,,NHIA directory code KG/0106/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KG/0106/P
nhia_hcp_0817,Shifaah Hospital,hospital,Kogi,,,"Behind Saatoof hotel, NIWA Qtrs, Lokoja. Kogi state.",,,NHIA directory code KG/0222/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KG/0222/P
nhia_hcp_0818,"Specialist Hospital, Obangede",hospital,Kogi,,,"OBANGEDE OKEHI L. G. A. ,Kogi",,,NHIA directory code KG/0030/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KG/0030/P
nhia_hcp_0819,ST. JOHN CATHOLIC HOSPITAL KABBA,hospital,Kogi,,,KABBA,,,NHIA directory code KG/0145/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KG/0145/P
nhia_hcp_0820,227 WG Medical Centre,clinic,Kwara,,,"NAF Station, Ilorin, Kwara State",,,NHIA directory code KW/0086/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KW/0086/P
nhia_hcp_0821,Abanise Lolu Hospital,hospital,Kwara,,,"Oke Agodi Aromaradu Adeta, Ilorin",,,NHIA directory code KW/0037/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KW/0037/P
nhia_hcp_0822,ADEWOLE COTTAGE HOSPITAL,hospital,Kwara,,,"ADEWOLE RD, ALONG YEBMOT HOTEL, ILORIN",,,NHIA directory code KW/0141/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KW/0141/P
nhia_hcp_0823,Adeyemo Hospital,hospital,Kwara,,,"Omu-aran, Kwara State",,,NHIA directory code KW/0044/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KW/0044/P
nhia_hcp_0824,Anchormed Hospital,hospital,Kwara,,,"Niyi Aiyijaiye Street,Off University road,Tanke Ilron.",,,NHIA directory code KW/0048/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KW/0048/P
nhia_hcp_0825,CIVIL SERVICE HOSPITAL,hospital,Kwara,,,"ILOFA ROAD, ILORIN",,,NHIA directory code KW/0138/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KW/0138/P
nhia_hcp_0826,"COTTAGE HOSPITAL, AJASE-IPO- KW/",hospital,Kwara,,,"Ajase Ipo, Ilorin",,,NHIA directory code KW/0013/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KW/0013/P
nhia_hcp_0827,Crescent Gold Crown Hospital,hospital,Kwara,,,"Behind Mark Petrol Station, Tanke, Ilorin",,,NHIA directory code KW/0176/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KW/0176/P
nhia_hcp_0828,Delniks Hospital,hospital,Kwara,,,"Oja Iya Off University Road, Iiorin",,,NHIA directory code KW/0028/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KW/0028/P
nhia_hcp_0829,DSS Clinic,clinic,Kwara,,,"Ilorin, Kwara State",,,NHIA directory code KW/0085/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KW/0085/P
nhia_hcp_0830,Eyitayo Hospital,hospital,Kwara,,,"No. 40, Ojo-Iya Road, Ilorin",,,NHIA directory code KW/0005/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KW/0005/P
nhia_hcp_0831,Femis Hospital,hospital,Kwara,,,"Unity Road, Ilorin",,,NHIA directory code KW/0030/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KW/0030/P
nhia_hcp_0832,Garin Alimi Hospital,hospital,Kwara,,,"283, Umaru Saro Road, Ilorin Kwara State.",,,NHIA directory code KW/0091/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KW/0091/P
nhia_hcp_0833,General Hospital Ilorin,hospital,Kwara,,,0,,,NHIA directory code KW/0214/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KW/0214/P
nhia_hcp_0834,GENERAL HOSPITAL KIAMA,hospital,Kwara,,,"GENERAL HOSPITAL KIAMA, Kwara",,,NHIA directory code KW/0114/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KW/0114/P
nhia_hcp_0835,"General Hospital, Pategi",hospital,Kwara,,,"Pategi, Ilorin",,,NHIA directory code KW/0036/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KW/0036/P
nhia_hcp_0836,GENTLEMANABDULSALAM MEMORIA,hospital,Kwara,,,Kwara,,,NHIA directory code KW/0265/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KW/0265/P
nhia_hcp_0837,GOSEC MEDICAL CENTER-KW/0474/P,clinic,Kwara,,,Kwara State,,,NHIA directory code KW/0474/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KW/0474/P
nhia_hcp_0838,Ilorin Clinics & Maternity Hospital,clinic,Kwara,,,"163, Alimi Road, Isale Alore/Abata, Ologe, Ilorin",,,NHIA directory code KW/0004/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KW/0004/P
nhia_hcp_0839,JEBBA SPECIALIST HOSPITAL,hospital,Kwara,,,"Alongilorin-JEBBA expressway,moro local govtarea, Kwara",,,NHIA directory code KW/0033/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KW/0033/P
nhia_hcp_0840,Kiddiz Clinic,clinic,Kwara,,,"Eastern Reservoirs, Olorunshogo, Ilorin",,,NHIA directory code KW/0038/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KW/0038/P
nhia_hcp_0841,LEAH MEDICAL CENTRE,clinic,Kwara,,,,,,NHIA directory code KW/0256/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KW/0256/P
nhia_hcp_0842,Lifeline Hospital,hospital,Kwara,,,kwara,,,NHIA directory code KW/0243/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KW/0243/P
nhia_hcp_0843,Maxi Health Hospital,hospital,Kwara,,,"2B GTTS Quarters, Mini Campus Road, Adewole Estate, Illorin",,,NHIA directory code KW/0241/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KW/0241/P
nhia_hcp_0844,"Med Care Hospital, IIorin",hospital,Kwara,,,IIorin,,,NHIA directory code KW/0236/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KW/0236/P
nhia_hcp_0845,Midland Fertility Center,hospital,Kwara,,,"12 Kano Road, Adewole Estate, Ilorin, Kwara State",,,NHIA directory code KW/0199/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KW/0199/P
nhia_hcp_0846,MOLAB HOSPITAL,hospital,Kwara,,,KWARA STATE,,,NHIA directory code KW/0263/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KW/0263/P
nhia_hcp_0847,Nakowa Medical Centre,clinic,Kwara,,,"12 Kafanchan Rd, Adjacent God Grace Nursery & Primary School, Kulende Estate Phase II, Ilorin, Kwara State",,,NHIA directory code KW/0192/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KW/0192/P
nhia_hcp_0848,NEW ERA HOSPITAL,hospital,Kwara,,,"OSI, Kwara",,,NHIA directory code KW/0137/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KW/0137/P
nhia_hcp_0849,Ola Olu Hospital,hospital,Kwara,,,"Opp. International Tobacco Coy.Murtala Muhammed way, Industrial area Ilorin",,,NHIA directory code KW/0002/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KW/0002/P
nhia_hcp_0850,Olalomi Hospital - Ilorin,hospital,Kwara,,,"28 Stadium Road, Ilorin",,,NHIA directory code KW/0012/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KW/0012/P
nhia_hcp_0851,Olalomi Hospital - Offa,hospital,Kwara,,,"IRRA RD OLALOMI AREA, OFFA, Kwara State.",,,NHIA directory code KW/0110/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KW/0110/P
nhia_hcp_0852,Ola-Olu Hospital,hospital,Kwara,,,"Opposite Int. Tobacco Coy, Garrage Offa Road, Ilorin",,,NHIA directory code KW/0063/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KW/0063/P
nhia_hcp_0853,Olarewaju Hospital,hospital,Kwara,,,"5,Oro Ago Close, Sabo-oke Ilorin, P.O.BOX 2185 Ilorin, Kwara state",,,NHIA directory code KW/0024/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KW/0024/P
nhia_hcp_0854,Olufolarin Okoro Memorial Hospital,hospital,Kwara,,,"No 78, Agbo Oba Rd Ilorin",,,NHIA directory code KW/0107/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,KW/0107/P
